Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R5,Health and Health Behaviors,paired,ixhi17re/dxhi17re,z_ixhi17re,"R5 In the past 12 months, how many different times have you seen a dentist or oral surgeon in an office, clinic or health center?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi18re/dxhi18re,z_ixhi18re,"R5 In the past 12 months, did you take less medication than was prescribed or delay filling your prescriptions because of the cost?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi19re/dxhi19re,z_ixhi19re,R5 How often did you take less medication than was prescribed or delay filling your prescriptions because of the cost?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi20re/dxhi20re,z_ixhi20re,R5 How many different prescriptions do you take regularly?,module=gmail_healthb
R5,Health and Health Behaviors,paired,itooprec/dtooprec,z_itooprec,"R5 Total out-of-pocket expenses for prescriptions, mental health visits, dental care, and other medical care.",module=gmail_healthb
R5,Health and Health Behaviors,paired,itoopred/dtoopred,z_itoopred,R5 Total number of medical expense items answered out of 4.,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi21re/dxhi21re,z_ixhi21re,"R5 In the past 12 months, how much have you spent out-of-pocket for your prescriptions?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi22re/dxhi22re,z_ixhi22re,"R5 In the past 12 months, how much have you spent out-of-pocket for your visits to mental health professionals?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi23re/dxhi23re,z_ixhi23re,"R5 In the past 12 months, how much have you spent out-of-pocket for your dental care?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi24re/dxhi24re,z_ixhi24re,"R5 In the past 12 months, how much have you spent out-of-pocket for other medical care, not including prescriptions, visits to mental health professionals, or dental care?",module=gmail_healthb
R5,Health and Health Behaviors,paired,idiffrec/ddiffrec,z_idiffrec,R5 Did Respondent answer 'yes' to any of the items in the 'Difficulty Obtaining Healthcare' series?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi25re/dxhi25re,z_ixhi25re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because you couldn't afford medical care?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi26re/dxhi26re,z_ixhi26re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because your insurance company wouldn't approve, cover or pay for care?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi27re/dxhi27re,z_ixhi27re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because your insurance required a referral but you couldn't get one?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi28re/dxhi28re,z_ixhi28re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because your doctor refused to accept your insurance plan?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi29re/dxhi29re,z_ixhi29re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because medical care was too far away?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi30re/dxhi30re,z_ixhi30re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because it was too expensive to get there?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi31re/dxhi31re,z_ixhi31re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because you couldn't get there when the doctor's office was open?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi32re/dxhi32re,z_ixhi32re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because you didn't know where to go to get care?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi33re/dxhi33re,z_ixhi33re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because it took too long to get an appointment?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi34re/dxhi34re,z_ixhi34re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because you couldn't get through on the telephone to make an appointment?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi35re/dxhi35re,z_ixhi35re,"R5 In the past 12 months, did you experience difficulty or delay in obtaining any type of health care, or not receive health care you thought you needed because of some reason other than you couldn't afford medical care, your insurance company wouldn't approve, cover or pay for care, your insurance required a referral but you couldn't get one, your doctor refused to accept your insurance plan, medical care was too far away, it was too expensive to get there, you couldn't get there when the doctor's office was open, you didn't know where to go to get care, it took too long to get an appointment, or you couldn't get through on the telephone to make an appointment?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi36re/dxhi36re,z_ixhi36re,R5 Can you not afford medical care because there was a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi37re/dxhi37re,z_ixhi37re,R5 You couldn't afford medical care because of a change in your health insurance.,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi38re/dxhi38re,z_ixhi38re,"R5 Did your insurance company not approve, cover or pay for care because of a change in the clinic or physician you usually go to?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi39re/dxhi39re,z_ixhi39re,"R5 Did your insurance company not approve, cover or pay for care because of a change in your health insurance?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi40re/dxhi40re,z_ixhi40re,R5 Could you not get a required referral from your insurance because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi41re/dxhi41re,z_ixhi41re,R5 Could you not get a required referral from your insurance because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi42re/dxhi42re,z_ixhi42re,R5 Did your doctor refuse to accept your insurance plan because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi43re/dxhi43re,z_ixhi43re,R5 Did your doctor refuse to accept your insurance plan because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi44re/dxhi44re,z_ixhi44re,R5 Was your medical care too far away because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi45re/dxhi45re,z_ixhi45re,R5 Was your medical care too far away because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi46re/dxhi46re,z_ixhi46re,R5 Was it too expensive to get to medical care because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi47re/dxhi47re,z_ixhi47re,R5 Was it too expensive to get to medical care because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi48re/dxhi48re,z_ixhi48re,R5 Could you not get to medical care when the doctor's office was open because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi49re/dxhi49re,z_ixhi49re,R5 Could you not get to medical care when the doctor's office was open because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi50re/dxhi50re,z_ixhi50re,R5 Did you not know where to go to get medical care because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi51re/dxhi51re,z_ixhi51re,R5 Did you not know where to go to get medical care because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi52re/dxhi52re,z_ixhi52re,R5 Did it take too long to get an appointment for medical care because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi53re/dxhi53re,z_ixhi53re,R5 Did it take too long to get an appointment for medical care because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi54re/dxhi54re,z_ixhi54re,R5 Could you not get through on the telephone to make an appointment for medical care because of a change in the clinic or physician you usually go to?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi55re/dxhi55re,z_ixhi55re,R5 Could you not get through on the telephone to make an appointment for medical care because of a change in your health insurance?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi56re/dxhi56re,z_ixhi56re,"R5 Was your other reason for experiencing difficulty or delay in obtaining health care, or not receiving health care you thought you needed because of a change in the clinic or physician you usually go to? Other reason excludes unable to afford medical care, insurance company wouldn't approve, cover or pay for care, insurance required a referral but couldn't get one, doctor refused to accept insurance plan, medical care was too far away, too expensive to get there, couldn't get there when the doctor's office was open, didn't know where to go to get care, took too long to get an appointment, or couldn't get through on the telephone to make an appointment.",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi57re/dxhi57re,z_ixhi57re,"R5 Was your other reason for experiencing difficulty or delay in obtaining health care, or not receiving health care you thought you needed because of a change in your health insurance? Other reason excludes unable to afford medical care, insurance company wouldn't approve, cover or pay for care, insurance required a referral but couldn't get one, doctor refused to accept insurance plan, medical care was too far away, too expensive to get there, couldn't get there when the doctor's office was open, didn't know where to go to get care, took too long to get an appointment, or couldn't get through on the telephone to make an appointment.",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha34re/dxha34re,z_ixha34re,R5 How certain are you that you will live for another 10 years?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha35re/dxha35re,z_ixha35re,R5 How certain are you that you will live for another 20 years?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha36re/dxha36re,z_ixha36re,R5 How certain are you that you will have to enter a nursing home for some period of time?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha37re/dxha37re,z_ixha37re,R5 How certain are you that you will have major medical or long-term care expenses that will require you to use up most of your savings?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha38re/dxha38re,z_ixha38re,R5 How certain are you that your spouse will live for another 10 years?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha39re/dxha39re,z_ixha39re,R5 How certain are you that your spouse will live for another 20 years?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha40re/dxha40re,z_ixha40re,R5 How certain are you that your spouse will have to enter a nursing home for some period of time?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha41re/dxha41re,z_ixha41re,R5 To what extent do you agree that you avoid thinking about death altogether?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha42re/dxha42re,z_ixha42re,R5 To what extent do you agree that death is simply a part of the process of life?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha43re/dxha43re,z_ixha43re,R5 To what extent do you agree that you would neither fear death nor welcome it?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha44re/dxha44re,z_ixha44re,"R5 To what extent do you agree that death should be viewed as a natural, undeniable and unavoidable event?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha45re/dxha45re,z_ixha45re,"R5 To what extent do you agree that whenever the thought of death enters your mind, you try to push it away?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi58re/dxhi58re,z_ixhi58re,"R5 Not including government programs such as Medicare or Medicaid, have you ever had any long-term care insurance which specifically covers any part of personal or medical care in your home or in a nursing home?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi59re/dxhi59re,z_ixhi59re,R5 Have you never had long-term care insurance because the premiums were too high?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi60re/dxhi60re,z_ixhi60re,R5 Have you never had long-term care insurance because you didn't think you needed it?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi61re/dxhi61re,z_ixhi61re,R5 Have you never had long-term care insurance because you hadn't thought about it?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi62re/dxhi62re,z_ixhi62re,R5 Have you never had long-term care insurance because it was not a good use of money?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi63re/dxhi63re,z_ixhi63re,R5 Have you never had long-term care insurance because you were not eligible?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixhi64re/dxhi64re,z_ixhi64re,"R5 Have you never had long-term care insurance because of some reason other than the premiums were too high, you didn't think you needed it, you hadn't thought about it, it was not a good use of money, or you were not eligible?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixi01rer/dxi01rer,z_ixi01rer,R5 Have you ever used the Internet to look for advice or information about your health or health care?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixi02rer/dxi02rer,z_ixi02rer,R5 How often do you use the Internet to look for advice or information about your health or health care?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixi03rer/dxi03rer,z_ixi03rer,"R5 How much, if at all, has getting health and medical information on the Internet improved the way you take care of your health?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixi04rer/dxi04rer,z_ixi04rer,"R5 The last time you looked for information for yourself, did you happen to go looking for this health information before, after, instead of, or unrelated to visiting a doctor or clinic?",module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha32re/dxha32re,z_ixha32re,R5 To what extent do you agree that you'd rather not live than be a burden on someone?,module=gmail_healthb
R5,Health and Health Behaviors,paired,ixha33re/dxha33re,z_ixha33re,R5 To what extent do you agree that having a good quality of life is more important than just keeping alive?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix058rer,ix058rer,R5 Have you had aching muscles in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix064rer,ix064rer,R5 Have you had back pain/strain in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix121rer,ix121rer,R5 Have you had bone pains in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix067rer,ix067rer,R5 Have you had chest pain in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix049rer,ix049rer,R5 Have you had constipation in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix124rer,ix124rer,R5 Have you had coughing/wheezing in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix052rer,ix052rer,R5 Have you had diarrhea in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix127rer,ix127rer,R5 Have you had difficulties with or painful sexual intercourse in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix031rer,ix031rer,R5 Have you had dizziness/faintness in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix073rer,ix073rer,R5 Have you had excessive sweating in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix022rer,ix022rer,R5 Have you had fatigue/exhaustion in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix016rer,ix016rer,R5 Have you had a lack of energy in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix130rer,ix130rer,R5 Have you had neck and/or shoulder pain in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix133rer,ix133rer,R5 Have you had pain in your hands/wrists in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix136rer,ix136rer,R5 Have you had pain in your ankles/knees in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix139rer,ix139rer,"R5 Have you had palpitations, feeling your heart pound or race, in the past 6 months?",module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix070rer,ix070rer,R5 Have you felt shortness of breath in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix079rer,ix079rer,R5 Have you had skin problems in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix061rer,ix061rer,R5 Have you had stiff/swollen joints in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix019rer,ix019rer,R5 Have you had trouble sleeping in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix046rer,ix046rer,R5 Have you had an upset stomach in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,grad only,ix055rer,ix055rer,R5 Have you had urination problems in the past 6 months?,module=gmail_healthb
R5,Health and Health Behaviors,sib only,dx058rer,dx058rer,R5 Have you had aching muscles in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx064rer,dx064rer,R5 Have you had back pain/strain in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx121rer,dx121rer,R5 Have you had bone pains in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx067rer,dx067rer,R5 Have you had chest pain in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx049rer,dx049rer,R5 Have you had constipation in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx124rer,dx124rer,R5 Have you had coughing/wheezing in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx052rer,dx052rer,R5 Have you had diarrhea in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx127rer,dx127rer,R5 Have you had difficulties with or painful sexual intercourse in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx031rer,dx031rer,R5 Have you had dizziness/faintness in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx073rer,dx073rer,R5 Have you had excessive sweating in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx022rer,dx022rer,R5 Have you had fatigue/exhaustion in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx016rer,dx016rer,R5 Have you had a lack of energy in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx130rer,dx130rer,R5 Have you had neck and/or shoulder pain in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx133rer,dx133rer,R5 Have you had pain in your hands/wrists in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx136rer,dx136rer,R5 Have you had pain in your ankles/knees in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx139rer,dx139rer,"R5 Have you had palpitations, feeling your heart pound or race, in the past 6 months?",NA
R5,Health and Health Behaviors,sib only,dx070rer,dx070rer,R5 Have you felt shortness of breath in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx079rer,dx079rer,R5 Have you had skin problems in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx061rer,dx061rer,R5 Have you had stiff/swollen joints in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx019rer,dx019rer,R5 Have you had trouble sleeping in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx046rer,dx046rer,R5 Have you had upset stomach in the past 6 months?,NA
R5,Health and Health Behaviors,sib only,dx055rer,dx055rer,R5 Have you had urination problems in the past 6 months?,NA
R5,Women's Health,paired,in120rer/dn120rer,z_in120rer,R5 How old were you when you had your last period?,module=gmail_whealth
R5,Women's Health,paired,in190rer/dn190rer,z_in190rer,R5 How old were you when you first started menstruating?,module=gmail_whealth
R5,Women's Health,paired,in125rer/dn125rer,z_in125rer,R5 Have you ever taken hormones for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in209rer/dn209rer,z_in209rer,"R5 Before you started taking hormones for menopausal or aging symptoms, had you already stopped having menstrual periods?",module=gmail_whealth
R5,Women's Health,paired,in210rer/dn210rer,z_in210rer,"R5 How old were you when you had your last period, before you started taking hormones for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in128rer/dn128rer,z_in128rer,R5 Have you ever taken Estrogen alone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in129rer/dn129rer,z_in129rer,R5 At what age did you start taking Estrogen alone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in130rer/dn130rer,z_in130rer,R5 At what age did you stop taking Estrogen alone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in132rer/dn132rer,z_in132rer,R5 Have you ever taken Estrogen and Progesterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in133rer/dn133rer,z_in133rer,R5 At what age did you start taking Estrogen and Progesterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in134rer/dn134rer,z_in134rer,R5 At what age did you stop taking Estrogen and Progesterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in136rer/dn136rer,z_in136rer,"R5 Have you ever taken some hormone, other than Estrogen, Estrogen and Progesterone, or Testosterone for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in138rer/dn138rer,z_in138rer,"R5 At what age did you start taking this other hormone, excluding Estrogen, Estrogen and Progesterone, or Testosterone, for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in139rer/dn139rer,z_in139rer,"R5 At what age did you stop taking this other hormone, excluding Estrogen, Estrogen and Progesterone, or Testosterone, for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in200rer/dn200rer,z_in200rer,R5 Are you currently taking Estrogen and Progesterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in203rer/dn203rer,z_in203rer,R5 Are you currently taking Estrogen alone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in204rer/dn204rer,z_in204rer,R5 Are you currently taking Testosterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in205rer/dn205rer,z_in205rer,R5 Have you ever taken Testosterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in206rer/dn206rer,z_in206rer,R5 At what age did you start taking Testosterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in207rer/dn207rer,z_in207rer,R5 At what age did you stop taking Testosterone for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in208rer/dn208rer,z_in208rer,"R5 Are you currently taking some hormone, other than Estrogen, Estrogen and Progesterone, or Testosterone, for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in211rer/dn211rer,z_in211rer,"R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to relieve menopausal symptoms, such as hot flashes or night sweats?",module=gmail_whealth
R5,Women's Health,paired,in212rer/dn212rer,z_in212rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to prevent osteoporosis?,module=gmail_whealth
R5,Women's Health,paired,in213rer/dn213rer,z_in213rer,"R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to relieve mood swings, depression or anxiety?",module=gmail_whealth
R5,Women's Health,paired,in214rer/dn214rer,z_in214rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to prevent heart disease?,module=gmail_whealth
R5,Women's Health,paired,in215rer/dn215rer,z_in215rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: because you had early menopause?,module=gmail_whealth
R5,Women's Health,paired,in216rer/dn216rer,z_in216rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: because you had your ovaries removed?,module=gmail_whealth
R5,Women's Health,paired,in217rer/dn217rer,z_in217rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to regulate monthly periods?,module=gmail_whealth
R5,Women's Health,paired,in218rer/dn218rer,z_in218rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: because you were having difficulties with sexual intercourse?,module=gmail_whealth
R5,Women's Health,paired,in219rer/dn219rer,z_in219rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: to keep you youthful?,module=gmail_whealth
R5,Women's Health,paired,in220rer/dn220rer,z_in220rer,R5 How important was the following reason for taking hormones for menopausal or aging symptoms: your doctor recommended it?,module=gmail_whealth
R5,Women's Health,paired,in221rer/dn221rer,z_in221rer,"R5 How important was some other reason for taking hormones for menopausal or aging symptoms? Other reason excluding to relieve menopausal symptoms, mood swings, depression or anxiety, to prevent heart disease, because you had early menopause, because you had your ovaries removed, to regulate monthly periods, because you were having difficulties with sexual intercourse, to keep you youthful, or your doctor recommended it.",module=gmail_whealth
R5,Women's Health,paired,in222rer/dn222rer,z_in222rer,R5 Have you ever stopped taking hormones for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in223rer/dn223rer,z_in223rer,R5 At what age did you stop taking hormones for menopausal or aging symptoms?,module=gmail_whealth
R5,Women's Health,paired,in224rer/dn224rer,z_in224rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you were feeling better?,module=gmail_whealth
R5,Women's Health,paired,in225rer/dn225rer,z_in225rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: hormones didn't help you feel any better?,module=gmail_whealth
R5,Women's Health,paired,in226rer/dn226rer,z_in226rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you didn't like having periods again?,module=gmail_whealth
R5,Women's Health,paired,in227rer/dn227rer,z_in227rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you didn't feel like taking it anymore?,module=gmail_whealth
R5,Women's Health,paired,in228rer/dn228rer,z_in228rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you had difficulty remembering to take it?,module=gmail_whealth
R5,Women's Health,paired,in229rer/dn229rer,z_in229rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you were concerned about possible side effects?,module=gmail_whealth
R5,Women's Health,paired,in230rer/dn230rer,z_in230rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you were concerned about possible long term effects?,module=gmail_whealth
R5,Women's Health,paired,in231rer/dn231rer,z_in231rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: your doctor advised you to stop?,module=gmail_whealth
R5,Women's Health,paired,in232rer/dn232rer,z_in232rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you were influenced by increased news stories about hormone replacement therapy?,module=gmail_whealth
R5,Women's Health,paired,in233rer/dn233rer,z_in233rer,R5 How important was the following reason for stopping hormones for menopausal or aging symptoms: you were having side effects?,module=gmail_whealth
R5,Women's Health,paired,in234rer/dn234rer,z_in234rer,"R5 How important was some other reason for stopping hormones for menopausal or aging symptoms? Some reason excluding you were feeling better, hormones didn't help you feel any better, you didn't like having periods again, you didn't feel like taking it anymore, you had difficulty remembering to take it, you were concerned about possible side effects, you were concerned about possible long term effects, your doctor advised to you stop, you were influenced by increased news stories about hormone replacement therapy, or you were having side effects?",module=gmail_whealth
R5,Women's Health,paired,in235rer/dn235rer,z_in235rer,"R5 When you stopped taking hormones, did you experience any menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in236rer/dn236rer,z_in236rer,"R5 Since you stopped taking hormones, have you again started taking hormones for menopausal or aging symptoms?",module=gmail_whealth
R5,Women's Health,paired,in122rer/dn122rer,z_in122rer,R5 Have you ever had surgery to remove your uterus and/or ovaries?,module=gmail_whealth
R5,Women's Health,paired,in123are/dn123are,z_in123are,R5 Have you ever had surgery to remove both of your ovaries?,module=gmail_whealth
R5,Women's Health,paired,in123bre/dn123bre,z_in123bre,R5 Have you ever had surgery to remove one of your ovaries?,module=gmail_whealth
R5,Women's Health,paired,in123cre/dn123cre,z_in123cre,R5 Have you ever had surgery to remove your uterus?,module=gmail_whealth
R5,Women's Health,paired,in124are/dn124are,z_in124are,R5 At what age did you have surgery to remove your uterus?,module=gmail_whealth
R5,Women's Health,paired,in124bre/dn124bre,z_in124bre,R5 At what age did you have surgery to remove both of your ovaries?,module=gmail_whealth
R5,Women's Health,paired,in124cre/dn124cre,z_in124cre,R5 At what age did you have surgery to remove one of your ovaries?,module=gmail_whealth
R5,World Health Survey Vignettes,paired,ix3001re/dx3001re,z_ix3001re,"R5 Overall, in the last 30 days, how much of a problem did you have moving around?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ix3002re/dx3002re,z_ix3002re,"R5 Overall, in the last 30 days, how much difficulty did you have in vigorous activities, such as running 2 miles or cycling?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ix3003re/dx3003re,z_ix3003re,"R5 Overall, in the last 30 days, how much of a problem did you have with feeling sad, low or depressed?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ix3004re/dx3004re,z_ix3004re,"R5 Overall, in the last 30 days, how much of a problem did you have with worry or anxiety?",module=gmail_whs
R5,World Health Survey Vignettes,paired,ixma1rer/dxma1rer,z_ixma1rer,R5 Name of the person in the World Health Survey Mobility A vignette.,module=gmail_whs
